4.999999175092820103e+00,-4.513855365419562986e+03
4.999999718730093967e+00,-7.496202380172842823e+03
5.000000880877875531e+00,-7.766479312748459051e+03
5.000000500746939913e+00,-7.018749376699904133e+03
5.000005306151203754e+00,-6.873429395771678173e+03
9.733974552009074799e+00,-6.851886040421684811e+03
1.359284915434731467e+01,-6.838634611960168513e+03
1.302419270360137027e+01,-6.826753579119893402e+03
1.109411660774771491e+01,-6.818327071013664863e+03
9.808394672850324625e+00,-6.811933140872908552e+03
9.301642643822594536e+00,-6.806167116375944715e+03
9.101536154023866843e+00,-6.800556499397027437e+03
8.898445775425331661e+00,-6.795120003876590090e+03
8.628876687370757637e+00,-6.789996650904290618e+03
8.331065865448358920e+00,-6.783467105043248011e+03
8.042091243050633054e+00,-6.768727235444247526e+03
7.773654475299679234e+00,-6.738125085663723439e+03
7.523097359057509870e+00,-6.684714909133535912e+03
7.285742363618941120e+00,-6.603741154318851841e+03
7.059518836197535840e+00,-6.491856616408042100e+03
6.844553146192784432e+00,-6.348454041955880712e+03
6.641835620309944233e+00,-6.177514397041439224e+03
6.452174164576105042e+00,-5.981421507835475495e+03
6.276219412492480387e+00,-5.766514957898618377e+03
6.114087977630155102e+00,-5.538214001518677833e+03
5.965720328546624707e+00,-5.301508757523218264e+03
5.830990935204994230e+00,-5.062427114071932920e+03
5.709446385407732194e+00,-4.824859321223775623e+03
5.600533548226982461e+00,-4.592758614454721283e+03
5.503757680250781270e+00,-4.369358849040168025e+03
5.418429178893640064e+00,-4.156803837762869080e+03
5.343797543867403910e+00,-3.957009285551684115e+03
5.279244145154234680e+00,-3.771074439556139168e+03
5.224028694336360523e+00,-3.599721136387226124e+03
5.176667063553128223e+00,-3.443578830807076884e+03
5.137137456645329614e+00,-3.302026135530405099e+03
5.101426433994159737e+00,-3.175048338079794121e+03
5.066950950935737552e+00,-3.062512076748270829e+03
5.028394127814581616e+00,-2.963302904741160091e+03
5.002863221339764799e+00,-2.877746904911321508e+03
5.000312252716870631e+00,-2.804687330212431789e+03
5.000152562407047974e+00,-2.743552343899042626e+03
5.000098308780283496e+00,-2.693585712842509565e+03
5.000203516020754968e+00,-2.653408013890740676e+03
5.000168604302293041e+00,-2.622308954825567071e+03
5.000150796993352742e+00,-2.599012549644057344e+03
5.000143798690578123e+00,-2.582193633805703485e+03
5.000145236709593100e+00,-2.570547519783505322e+03
5.000154997116420752e+00,-2.562854348024028241e+03
5.000174999925487640e+00,-2.558031242182683854e+03
5.000077985593894603e+00,-2.555817778140116388e+03
5.000101650949190457e+00,-2.554726248190355363e+03
5.000488877489012829e+00,-2.553768565830719581e+03
5.000844697537369932e+00,-2.553196785044252465e+03
5.001732479292301470e+00,-2.552797170693224871e+03
5.004569922699776185e+00,-2.552463548398320654e+03
5.012864019088724810e+00,-2.552157505989603578e+03
5.023834871686058356e+00,-2.551871695613819611e+03
5.031280196772467406e+00,-2.551607965541451449e+03
5.035183811514832186e+00,-2.551368051032066887e+03
5.037781158018391992e+00,-2.551151258887775384e+03
5.040597430854899308e+00,-2.550955397420432746e+03
5.044056089204381088e+00,-2.550778094826832330e+03
5.048000889399151703e+00,-2.550617217420426186e+03
