1.673060917363215383e+00,1.049062565254879287e+00,1.369701491769857569e+02,1.313546507468461186e+02
1.238559798042822679e+00,1.125874632642863471e+00,1.379209882091561497e+02,1.335147584529149754e+02
9.413385233468423152e-01,1.087143145433949520e+00,1.387221181397643477e+02,1.352189844961233689e+02
7.374324141397349264e-01,9.906104376834082847e-01,1.393689942606975478e+02,1.360159901135085363e+02
5.982238260140507746e-01,8.736512781416342355e-01,1.398070442775375284e+02,1.362275671367539474e+02
5.185009690509645441e-01,7.584964787722403567e-01,1.399999782428148194e+02,1.362984511921787885e+02
5.529123158664909221e-01,6.619189830329054169e-01,1.398192205707631217e+02,1.363455311883765546e+02
6.484399822475415132e-01,6.076355001717402837e-01,1.394100425674887163e+02,1.362708287332409611e+02
7.060623869048322510e-01,5.932533564295884299e-01,1.390490351485681231e+02,1.360909187096571316e+02
7.175774612477481273e-01,5.958104153872760822e-01,1.387916051521353893e+02,1.358701945310314727e+02
7.109293067854465242e-01,5.997928497606422882e-01,1.385868350045498119e+02,1.356489809213218223e+02
7.050293240163327813e-01,6.010266039882763422e-01,1.383929110648425649e+02,1.354376143353886732e+02
7.036951067658280268e-01,6.006293415167421879e-01,1.381985366671355280e+02,1.352342191560689457e+02
7.044961678078744960e-01,6.000924815557459047e-01,1.380067182331098365e+02,1.350364002310946887e+02
7.052719395117271750e-01,5.998965094242482143e-01,1.378210907308825597e+02,1.348437511566843341e+02
7.054953133101632412e-01,5.999218966831453281e-01,1.376424319302801962e+02,1.346567148571130872e+02
7.054254097686216696e-01,5.999838205678834635e-01,1.374699879564932417e+02,1.344755565828588999e+02
7.053342410978152843e-01,6.000111107361417728e-01,1.373029365380022853e+02,1.343001776366374429e+02
7.053049725824415139e-01,6.000105199638990916e-01,1.371408159108929397e+02,1.341303005650204341e+02
7.053150329588058209e-01,6.000032920668827430e-01,1.369833937128044568e+02,1.339656306234856800e+02
7.053312318380410284e-01,5.999993877742403336e-01,1.368304903701852027e+02,1.338059071249642500e+02
7.053409504701682042e-01,5.999990024630239560e-01,1.366819130451081321e+02,1.336508971474004852e+02
7.053455513809786526e-01,5.999997513507823177e-01,1.365374602992602888e+02,1.335003821492225882e+02
7.053489714637863894e-01,6.000002530735741857e-01,1.363969389071518776e+02,1.333541531470075370e+02
7.053530611373231007e-01,6.000003319051309125e-01,1.362601707177710466e+02,1.332120114524042549e+02
7.053578555491174518e-01,6.000002348950145281e-01,1.361269914820639428e+02,1.330737699873811550e+02
7.053628978111722292e-01,6.000001467062664462e-01,1.359972478572239538e+02,1.329392533894658186e+02
7.053679134648374038e-01,6.000001095094047443e-01,1.358707954689369899e+02,1.328082972600790868e+02
7.053728572408781705e-01,6.000001004622574907e-01,1.357474980624462262e+02,1.326807472182051413e+02
7.053777687370245131e-01,6.000000956309821110e-01,1.356272270595674456e+02,1.325564580720528625e+02
7.053826782524701411e-01,6.000000869385950786e-01,1.355098611224450451e+02,1.324352931310690451e+02
7.053875895503715077e-01,6.000000757235138815e-01,1.353952856608335082e+02,1.323171235998966608e+02
7.053924938875683059e-01,6.000000647431179557e-01,1.352833923389805193e+02,1.322018280161317136e+02
7.053973824538356530e-01,6.000000551884983047e-01,1.351740786246931805e+02,1.320892917255901580e+02
7.054022499435664839e-01,6.000000469853163931e-01,1.350672473874765274e+02,1.319794063968031139e+02
7.054070934086176248e-01,6.000000397275575548e-01,1.349628065364671556e+02,1.318720695761846571e+02
7.054119106411521622e-01,6.000000331451029734e-01,1.348606686889438890e+02,1.317671842814614536e+02
7.054166994937536295e-01,6.000000271382640582e-01,1.347607508644680365e+02,1.316646586294558290e+02
7.054214578661200941e-01,6.000000216867159564e-01,1.346629742023692415e+02,1.315644054944974926e+02
7.054261838588608002e-01,6.000000167602975720e-01,1.345672637010360120e+02,1.314663421943895969e+02
7.054308758517093825e-01,6.000000123115574180e-01,1.344735479771915152e+02,1.313703902013796778e+02
7.054355324843624153e-01,6.000000082907775978e-01,1.343817590434703106e+02,1.312764748758617088e+02
7.054401526069206119e-01,6.000000046558322531e-01,1.342918321026038484e+02,1.311845252207653800e+02
7.054447352435383456e-01,6.000000013710968805e-01,1.342037053567194960e+02,1.310944736547542675e+02
7.054492794678074441e-01,5.999999986465520685e-01,1.341173198299411524e+02,1.310062558026144188e+02
7.054537845881975189e-01,5.999999960633244367e-01,1.340326192060801702e+02,1.309198103008880878e+02
7.054582502837922764e-01,5.999999936353374030e-01,1.339495496730148716e+02,1.308350786186052801e+02
7.054626761528735024e-01,5.999999914066391771e-01,1.338680597824217386e+02,1.307520048900336747e+02
7.054670617712692771e-01,5.999999894093865915e-01,1.337881003173519900e+02,1.306705357599359729e+02
7.054714068210380384e-01,5.999999876436685753e-01,1.337096241687436873e+02,1.305906202396487572e+02
7.054757111203048270e-01,5.999999860887134107e-01,1.336325862203170800e+02,1.305122095731308036e+02
7.054799745932014421e-01,5.999999847190086166e-01,1.335569432411552953e+02,1.304352571122119855e+02
7.054841972357154267e-01,5.999999835124559810e-01,1.334826537853197692e+02,1.303597182003130968e+02
7.054883790972136248e-01,5.999999824514768987e-01,1.334096780979391497e+02,1.302855500639603008e+02
7.054925202737161172e-01,5.999999815215661947e-01,1.333379780272841231e+02,1.302127117114757766e+02
7.054966209049711168e-01,5.999999807099275495e-01,1.332675169423857824e+02,1.301411638382854505e+02
