4.999999451987117816e+00,-1.118772086516551818e-03
4.999999584299295918e+00,-2.511512509806890919e-02
4.999999898672473186e+00,-1.386507904945284508e+03
5.000001053191009959e+00,-2.604934501016403829e+03
5.759839728451570551e+00,-3.031555212574825873e+03
1.040400024458114814e+01,-3.015247468068229409e+03
1.431297015208136436e+01,-3.004032498305186891e+03
1.396452130891189292e+01,-2.994040872292996028e+03
1.236052777979728745e+01,-2.987345132668765473e+03
1.141626998979176477e+01,-2.982349369400905289e+03
1.119282201992617942e+01,-2.977636019248257071e+03
1.120577458011399585e+01,-2.972814824809488982e+03
1.117570913697361767e+01,-2.967996039536471471e+03
1.107060520622241739e+01,-2.963323292571727507e+03
1.094059501380291266e+01,-2.958837739799950214e+03
1.081943418146485492e+01,-2.954519809758116935e+03
1.071236447242664802e+01,-2.950343715198447171e+03
1.061359296126794582e+01,-2.946295624069715359e+03
1.051850100103668417e+01,-2.942369980023352582e+03
1.042586058049539588e+01,-2.938563056784790206e+03
1.033600848637850511e+01,-2.934870350038903325e+03
1.024930391348875602e+01,-2.931286722664113313e+03
1.016573821180468329e+01,-2.927807106374546947e+03
1.008510337461912520e+01,-2.924426832515895512e+03
1.000718135140567178e+01,-2.921141624304342258e+03
9.931806153044567154e+00,-2.917947495771451941e+03
9.858850105632988914e+00,-2.914840684663980028e+03
9.788200082478027753e+00,-2.911817628279009114e+03
9.719747012969055078e+00,-2.908874956105187721e+03
9.653385492031949511e+00,-2.906009482096815191e+03
9.589015800332251871e+00,-2.903218192902148530e+03
9.526544784771271424e+00,-2.900498236797655863e+03
9.465885515169137676e+00,-2.897846910569186548e+03
9.406956560971639902e+00,-2.895261649814480734e+03
9.349681388268317406e+00,-2.892740019865558224e+03
9.293987947816875206e+00,-2.890279707487108681e+03
9.239808365143540314e+00,-2.887878513183662562e+03
9.187078660971524258e+00,-2.885534344062032687e+03
9.135738480596684141e+00,-2.883245207226284037e+03
9.085730838040108281e+00,-2.881009203670445459e+03
9.037001878497012086e+00,-2.878824522629964576e+03
8.989500662123175445e+00,-2.876689436348741310e+03
8.943178967202396024e+00,-2.874602295224014142e+03
8.897991109715993829e+00,-2.872561523296334599e+03
8.853893766723148318e+00,-2.870565614068199920e+03
8.810845864600738153e+00,-2.868613126543228645e+03
8.768808376634668278e+00,-2.866702681645982466e+03
8.727744221848023898e+00,-2.864832958824852085e+03
8.687618148690479103e+00,-2.863002692876798392e+03
8.648396619707058974e+00,-2.861210670986727109e+03
8.610047705014165942e+00,-2.859455729963418435e+03
8.572540985388021895e+00,-2.857736753653601227e+03
8.535847463243102951e+00,-2.856052670519390176e+03
8.499939479952782762e+00,-2.854402451367167032e+03
8.464790638714164928e+00,-2.852785107216841425e+03
8.430375732581396164e+00,-2.851199687301580980e+03
8.396670673052240019e+00,-2.849645277196363622e+03
8.363652443403422510e+00,-2.848120997030195213e+03
8.331299020394421717e+00,-2.846625999840161967e+03
8.299589327264431660e+00,-2.845159470006755782e+03
8.268503185348432538e+00,-2.843720621776317785e+03
8.238021266098723316e+00,-2.842308697868608760e+03
