1.812699999999999978e+00,1.078500000000000014e+00,1.381567000000000007e+02,1.334062999999999874e+02
1.291913252507914889e+00,1.178126835057635269e+00,1.393418395494352069e+02,1.334892425136496854e+02
9.499594805287674415e-01,1.130015699834403753e+00,1.399056157289857367e+02,1.326291517124427060e+02
7.297457656836968676e-01,1.016289828610303037e+00,1.400000062680255439e+02,1.320663263815874018e+02
5.898277271228586915e-01,8.873180847138768534e-01,1.397979293324329717e+02,1.319773496750595712e+02
5.019083952281335748e-01,7.679189672354090890e-01,1.394125655566213879e+02,1.318709603970205251e+02
5.377508923473269808e-01,6.679970473014849031e-01,1.387004812792524149e+02,1.316108160067942379e+02
6.395039477301645015e-01,6.107263057931585637e-01,1.378160637699023994e+02,1.311616806987153723e+02
7.037044730420870531e-01,5.938365532192746432e-01,1.370083296001080271e+02,1.305783371900472218e+02
7.192145480304950045e-01,5.951525244620692323e-01,1.363129911373307550e+02,1.299415258585738115e+02
7.134118795838030325e-01,5.991387047858013348e-01,1.356777537537937519e+02,1.292986349114715381e+02
7.066360060206458016e-01,6.008537941560418982e-01,1.350635586950838842e+02,1.286649125875515551e+02
7.043518903776847528e-01,6.007777252576329552e-01,1.344582452443341083e+02,1.280420102389763315e+02
7.048262455738774079e-01,6.002708204897666544e-01,1.338616254767547673e+02,1.274291209443072006e+02
7.057456211451711425e-01,5.999725092098510126e-01,1.332747134219098655e+02,1.268258627912510974e+02
7.062077652143275985e-01,5.999147769733058633e-01,1.326970800437989055e+02,1.262327591421906732e+02
7.062703296621138938e-01,5.999544240447103327e-01,1.321277852672060362e+02,1.256526419208860119e+02
7.062034130225545159e-01,5.999944850750553726e-01,1.315664949437036455e+02,1.250902253461781442e+02
7.061604710015214614e-01,6.000103481488269219e-01,1.310138767663235342e+02,1.245514537204950756e+02
7.061672167110228937e-01,6.000110699705041295e-01,1.304715315650858543e+02,1.240425248606017021e+02
7.061989727167073960e-01,6.000087525033843683e-01,1.299417986117261705e+02,1.235695215375917684e+02
7.062310074154580786e-01,6.000089286310222869e-01,1.294275380738708066e+02,1.231375613046283064e+02
7.062533012245393316e-01,6.000118050580444118e-01,1.289318122611486217e+02,1.227494019654161832e+02
7.062644773906818774e-01,6.000158799609207616e-01,1.284576480283228932e+02,1.224069381030651016e+02
7.062690742870044724e-01,6.000195625563897739e-01,1.280078223061444476e+02,1.221098517544697444e+02
7.062694875412421913e-01,6.000222971359958635e-01,1.275846648361230677e+02,1.218566337046060823e+02
7.062669088531641215e-01,6.000239807845599849e-01,1.271899843558768737e+02,1.216450030980723653e+02
7.062639771360744723e-01,6.000245515817357322e-01,1.268250042369915889e+02,1.214715635837443841e+02
7.062615188570365854e-01,6.000243330181519452e-01,1.264903613519665271e+02,1.213328522889972589e+02
7.062596768927736912e-01,6.000236831490493028e-01,1.261861568631483550e+02,1.212251422617524383e+02
7.062613149233072374e-01,6.000227026906876926e-01,1.259120052719314771e+02,1.211446471766132618e+02
7.062691778820889832e-01,6.000217674288212955e-01,1.256671086891371232e+02,1.210878262292240493e+02
7.062856501316004953e-01,6.000214802806457248e-01,1.254503316445432262e+02,1.210512605122028305e+02
7.063159336026704205e-01,6.000223841469364272e-01,1.252602761341762516e+02,1.210318361478101536e+02
7.063652004225114966e-01,6.000254676150023059e-01,1.250953504989400926e+02,1.210267114458275302e+02
7.064236852268993561e-01,6.000330864434815226e-01,1.249538016107405696e+02,1.210331972512068148e+02
7.064980916685981160e-01,6.000450391936160699e-01,1.248338182893503188e+02,1.210491719387522238e+02
7.065286191297243112e-01,6.000664069137429113e-01,1.247334797140407545e+02,1.210726078497542062e+02
7.064290277883583657e-01,6.000969535022441237e-01,1.246507990671293129e+02,1.211015561252091430e+02
7.060364894076054387e-01,6.001327132043056123e-01,1.245836857631874608e+02,1.211344855627904593e+02
7.055705291815348446e-01,6.001268560770454119e-01,1.245305423883110620e+02,1.211696302145001169e+02
7.054199588411708133e-01,6.000513238878666389e-01,1.244901076412843395e+02,1.212058138579369313e+02
7.055037806280695101e-01,5.999558105102675842e-01,1.244606751628264334e+02,1.212419775731484322e+02
7.057205922985417823e-01,5.998750609870141526e-01,1.244405908377369059e+02,1.212771515404171225e+02
7.059979916680866330e-01,5.998257549053691573e-01,1.244283289312723610e+02,1.213107085149219557e+02
7.062793957466975137e-01,5.998133172344279895e-01,1.244224832195323813e+02,1.213420166179640773e+02
7.065295159102131795e-01,5.998349384127568129e-01,1.244217808793566036e+02,1.213707136856676101e+02
7.067264378522019053e-01,5.998836159518274869e-01,1.244250952999600912e+02,1.213966821376216245e+02
7.068584065309705400e-01,5.999504113559666063e-01,1.244314570687684096e+02,1.214200082804342884e+02
7.069211165320904433e-01,6.000259919726489422e-01,1.244400570964648836e+02,1.214409323216499814e+02
7.069154850290950698e-01,6.001016246328907400e-01,1.244502420634986777e+02,1.214597943049398339e+02
7.068433036744272702e-01,6.001699334785099982e-01,1.244614785849503420e+02,1.214767147502014382e+02
7.067136628066742476e-01,6.002243413692612828e-01,1.244733631373748040e+02,1.214922109967177306e+02
7.065409001125482202e-01,6.002598682593104362e-01,1.244856383695413200e+02,1.215069051015411361e+02
7.063302059886538142e-01,6.002744445175606236e-01,1.244981323015769590e+02,1.215210257950906794e+02
7.060979268378831941e-01,6.002660923157793205e-01,1.245107427377596565e+02,1.215347611790885622e+02
7.058861808008279892e-01,6.002330877764693318e-01,1.245234461509813428e+02,1.215482555645054816e+02
7.057993450811640423e-01,6.001741464718923780e-01,1.245363428660604228e+02,1.215616334293094809e+02
7.058672962961164421e-01,6.001044427062243170e-01,1.245494811917955218e+02,1.215750039467719006e+02
7.059909422079713170e-01,6.000489327486970836e-01,1.245627617841859092e+02,1.215884264799054790e+02
7.060890329097276874e-01,6.000169858213703078e-01,1.245760951001036432e+02,1.216019061412867330e+02
7.061397418089156997e-01,6.000037839949666774e-01,1.245894509147622671e+02,1.216154264479164766e+02
7.061556433443477721e-01,6.000005434208660615e-01,1.246028350122734594e+02,1.216289737666195521e+02
7.061554726737181431e-01,6.000007366950630416e-01,1.246162607675306617e+02,1.216425436071628639e+02
7.061514500657275484e-01,6.000012815974001823e-01,1.246297360927416520e+02,1.216561375312916198e+02
7.061483362544727083e-01,6.000013857140670259e-01,1.246432622166198314e+02,1.216697586864371772e+02
7.061466797034354759e-01,6.000011764346111498e-01,1.246568367419482826e+02,1.216834093611830099e+02
7.061457339215575502e-01,6.000009092974327718e-01,1.246704564175366698e+02,1.216970904613215794e+02
7.061448581993081675e-01,6.000007134940519293e-01,1.246841184244742635e+02,1.217108018881542364e+02
7.061438103035136971e-01,6.000006024076852684e-01,1.246978205831314312e+02,1.217245430433114279e+02
7.061426000708466155e-01,6.000005441023361641e-01,1.247115611467306735e+02,1.217383131558828211e+02
7.061406257446457557e-01,6.000005540606339061e-01,1.247253339494677391e+02,1.217520634608683423e+02
7.061391190841874721e-01,6.000004553374386207e-01,1.247391339198086087e+02,1.217658098038009200e+02
7.061380039358764460e-01,6.000003201314183521e-01,1.247529571594268418e+02,1.217795610209074226e+02
7.061369743176931779e-01,6.000002170959559677e-01,1.247668009487108662e+02,1.217933217904771084e+02
7.061358652546870784e-01,6.000001617752298566e-01,1.247806635099582735e+02,1.218070944494710659e+02
